stop_id,stop_name,zone_id,stop_lat,stop_lon
UJsLOW7C,Wargal X Road Twd Thurkapally,Wargal X Roads,17.7592392930396,78.65555139994093
xswNNbfp,Bc Welfare School Wargul Twd Jbs,Bc Welfare School-Wargal,17.752980787577403,78.65442216396333
cOmkS7xx,Mulugu Twd Jbs,Mulugu-Medak,17.7370921620495,78.638336956501
GR9FtpnM,Forest Research Centre Twd Jbs,Forest Research Center-Mulugu(Mdk),17.7182696761643,78.62467478960751
XNn1Jnba,Botanical Garden Twd Kondapur,Botanical Garden,17.45588197059218,78.36377263069154
CEJm1ECY,Botanical Garden Twd Gachibowli,Botanical Garden,17.455597956352378,78.36422324180603
Rg0wg2PR,Dlf Twd Mehdipatnam,Dlf,17.448031449756623,78.35588692728747
pjRDQDPj,Hanuman Temple Twd Yapral,Hanuman Temple-Yapral,17.51321826456497,78.54011714458467
5JaDKK05,Kendriya Vidyalaya Bollaram,Kendriya Vidyalaya Bollaram,17.507258413246113,78.53084347943583
yCCU2zdI,Sitaphalmandi Twd Tarnaka,Sitaphalmandi,17.427703515332666,78.51741090416911
ifs0Z5lZ,Shopping Complex Twd Secunderabad,Shopping Complex,17.489047230661424,78.54042292107987
kcFzHYxP,Nirmal Nagar Twd Secunderabad,Nirmal Nagar,17.49045424982152,78.53620246216104
UspxQTUJ,Ammuguda Twd Ecil,Ammuguda,17.497095189224982,78.53194716859772
Bp3qRacn,Nirmal Nagar Twd Ecil,Nirmal Nagar,17.49048495967076,78.53623062527791
PmFtbq2m,Shopping Complex Twd Ecil,Shopping Complex,17.489058746965313,78.54050338330516
A7cWHYTI,Venkatadri Township Twd Korramula,Venkatadri Township,17.413461657763676,78.64082336425783
MQOW39Ib,Pratap Singaram X Road Twd Korremula,Pratap Singaram,17.409901660612253,78.6492830524243
Pzdd2V82,Korremula,Korremula,17.40410216232121,78.66642791339038
eDAFijAs,Pratap Singaram X Road Twd Secunderabad,Pratap Singaram,17.409873508218293,78.64923746373925
Ir7UfNqC,Venkatadri Township Twd Scunderabad,Venkatadri Township,17.41341815889189,78.6408020276292
mxba2Yts,Panchasheela Enclave Twd Old Alwal,Panchasheela Enclave,17.51447929703599,78.48795890761431
OfZF8qL0,Citizen Colony Twd Old Alwal,Citizen Colony Twd Old Alwal,17.51306990567374,78.49485749661362
HQwyWvVP,Ion Exchange,Ion Exchange,17.52669825262684,78.24915209462776
RrLdWCYY,Ashok Nagar Bijinapalle Twd Wanaparthy,Mile Stone,16.53656912,78.20541602
xjeWA2ER,Family Dhaba Twd Gar,Family Quarters,17.411022644589842,78.33123741752331
Un6K9jF1,Bachupally Twd Mallampet,Bachupally,17.53445576,78.35755024
G5LTetOL,Calvary Temple Bus Stop,Calvary Temple,17.487207843578677,78.36842358641317
8lQl3cP7,Bjr Nagar,Bjr Nagar,17.509424885847167,78.57599169015886
BBBDXomV,Cherlapally Jail Twd Cherlapally,Cherlapally,17.472041930269025,78.59005451202394
7ernY2Vp,Contonment Bus Depot,Jbs,17.446690508891393,78.49834173357672
Z788X8qC,Sweethouse Twd Asbestas Colony,Mile Stone,17.49612057685683,78.42859626251979
TwXhfdq1,Asbestas Colony,Asbestos Colony,17.49380801870474,78.42524885073325
0pb9nhiG,Bhel Bus Depot,Bhel Depot,17.519284,78.29078
G2uqsAfZ,Siddhi Vinayak Nagar Twd Jntu,Siddhi Vinayak Nagar,17.45921303,78.38463351
8uvAUrYJ,Raghavendra Colony,Mile Stone,17.5268614950901,78.29850913027614
IHLmp3eg,Patelguda,Mile Stone,17.539499406241355,78.28538454232894
XFwYvdtJ,Moulaali Kaman  Twd Tarnaka,Moulali X Roads,17.461414144247584,78.5583856701851
osahHRYF,Zts X Road Twd Moulaali Kaman,Zts-Moulali,17.45588197059218,78.55551034212114
eROg1Nld,Moulaali Kaman  Twd Ecil,Moulali X Roads,17.461415044332917,78.55834678583025
ACdPOUum,Bharath Nagar Twd Secunderabad,Bharath Nagar Moula Ali,17.468439559485898,78.55272352555443
0BR3DEIi,Rtc Colony Twd Secunderabad,Rtc Colony Moula Ali,17.462363009137096,78.5513636469841
5NBIUexD,East Anandbagh Twd Secunderabad,East Anandbagh,17.457780473327826,78.54398757032617
U7dpiMGb,Uttam Nagar Mareduaplly,Uttam Nagar,17.45993744689212,78.5317325620046
D63Jsa8e,Mallikarjun Nagar Maredpally,Mallikarjuna Nagar Malkajgiri,17.448873546850596,78.52696895599367
6Lv9HjQF,Jyothi Nagar Twd Tukaram Gate,Jyothi Nagar Twd Tukaram Gate,17.443989555741673,78.52524262369006
yZNO69vs,Tukaram Railway Gate Twd Maredpally,Tukaram Gate Railway Gate,17.44119962489353,78.5224091994237
iafkO90E,Shenoy Hospital Twd Secunderabad,Shenoy Nursing Home,17.447038942051304,78.50864946842195
4ahD3TjD,Shenoy Hospital Twd Tukaram Gate,Shenoy Nursing Home,17.44706451693866,78.50851000164349
HtZZVCJ7,Tukaram Railway Gate Twd Anandbagh,Tukaram Gate Railway Gate,17.44116891929858,78.52239040249013
t16RDW9D,Jyothi Nagar Twd Anadbagh,Jyothi Nagar Twd Anadbagh,17.4442139792484,78.52495195223976
dEqEUaCZ,Mallikarjun Nagar Twd Ananadbagh,Mallikarjun Nagar Twd Ananadbagh,17.4485204750618,78.52721839940945
Z5H74bXH,Uttam Nagar Malkajgiri,Uttam Nagar,17.459916951195797,78.53178083896638
rQZ52MDC,East Anandbagh Twd Ecil,East Anandbagh,17.45784176707724,78.5439553516123
aSVU2ikD,Rtc Colony Twd Old Shafilguda,Rtc Colony Moula Ali,17.46232208569505,78.55132608656734
pSKou7zj,Bharath Nagar Twd Old Shafilguda,Bharath Nagar Moula Ali,17.468476678890884,78.55269134044649
L8BzEqwH,Ghanpur,Ghanpur Village,17.4997,78.2202
